canonical_id,canonical_name,variant_name,variant_id,root,lang,meaning_en,meaning_ja,confidence,relation,reasoning,similarity_candidates
141,Travessa Tancredo Neves,Travessa Tancredo Neves,182,unknown,por,"Travessa refers to a small street or alley, and Tancredo Neves is likely a personal name.",Travessaは小さな通りや路地を指し、Tancredo Nevesはおそらく人名です。,0.2,different,"The name 'Travessa Tancredo Neves' does not share phonetic similarity or common roots with any of the provided candidates. It is a typical Portuguese street name, likely named after a person, Tancredo Neves, who was a notable Brazilian politician. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest a connection with the other candidates.",8
142,Travessa Bom Pastor,Travessa Bom Pastor,183,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Bom Pastor means 'Good Shepherd'. This toponym likely refers to a street or path named for its religious significance.",Travessaはポルトガル語で「小道」や「横道」を意味し、Bom Pastorは「良き羊飼い」を意味します。この地名は宗教的な意義を持つ通りや道を指している可能性があります。,0.25,different,"The unknown toponym 'Travessa Bom Pastor' does not share significant phonetic similarity or root commonality with the provided candidates. The candidates mostly refer to different concepts such as 'church', 'garden', or 'seventh', which are unrelated to 'Bom Pastor' meaning 'Good Shepherd'. The language system is identified as Portuguese, and there is no indication of water-related roots. Given the lack of phonetic and semantic overlap, the relation is determined as 'different' with low confidence.",6
143,Vila Porto do Sal,Vila Porto do Sal,184,rio,por,Village of the Salt Port,塩の港の村,0.3,different,"The unknown toponym 'Vila Porto do Sal' contains the element 'Porto', which is a common root in the similar candidates, indicating a connection to 'rio' or 'port'. However, the addition of 'do Sal' (of Salt) suggests a distinct identity, possibly referring to a specific historical or geographical feature related to salt trade or production. The candidates primarily refer to streets or roads associated with 'Porto', but none include 'Sal', indicating a different toponym. The language is Portuguese, consistent with the candidates, but the unique element 'do Sal' lowers the confidence in a 'same' relation.",9
20,Rua Beira Rio,Beira Rio,185,rio,por,Street by the River,川沿いの通り,0.95,same,"The unknown toponym 'Beira Rio' directly translates to 'By the River' in Portuguese, which aligns perfectly with the meaning of 'Rua Beira Rio' as 'Street by the River'. The root 'rio' is consistent across all candidates, indicating a strong thematic connection to rivers. The language is clearly Portuguese, and the high confidence level of 0.95 in the most similar candidate supports the conclusion that 'Beira Rio' is a variant of 'Rua Beira Rio'. The geographic context of being near a river is common in the Amazon basin, further supporting the same relation.",9
144,Travessa Major Emíliano Santos,Travessa Major Emíliano Santos,186,unknown,por,"Travessa refers to a small street or alley, and Major Emíliano Santos is likely a personal name.",Travessaは小さな通りや路地を指し、Major Emíliano Santosはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Major Emíliano Santos' and the similar candidates all share the term 'Travessa', indicating they are all small streets or alleys. However, the personal names following 'Travessa' are different in each case, suggesting they are distinct entities named after different individuals. There is no indication of water-related roots or significant phonetic similarity beyond the common term 'Travessa'. The language is identified as Portuguese, and there is no historical or geographical evidence to suggest these are variations of the same toponym.",7
41,Travessa Três,3ª Travessa,187,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Três means 'three'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」または「小道」を意味し、Trêsは「三」を意味します。これは水関連の地名ではなく、通りや道の名前である可能性が高いです。,0.85,same,未知トポニム『3ª Travessa』は、ポルトガル語で『第三の小道』を意味し、類似候補の『Travessa Três』と音韻的に非常に近いです。『3ª』は『第三』を意味し、『Três』も『三』を意味するため、同一の地名の表記揺れと判断できます。水関連の語根は含まれておらず、地理的にもアマゾン流域の水関連地名とは考えにくいです。言語系統はポルトガル語であり、歴史的変遷の影響も見られません。,6
50,Travessa Segunda,2ª Travessa,188,unknown,por,Second Crossroad,第二の交差点,0.85,same,"The unknown toponym '2ª Travessa' directly translates to 'Second Crossroad' in Portuguese, which matches the meaning of 'Travessa Segunda'. The use of ordinal numbers in Portuguese ('2ª' for 'second') aligns with 'Segunda'. There is no indication of water-related roots, and both are likely street names. The confidence is high due to the direct translation and linguistic match.",5
145,Travessa Alfredo Pereira,Travessa Alfredo Pereira,189,unknown,por,"Travessa refers to a small street or alley, and Alfredo Pereira is likely a personal name.",Travessaは小道や路地を指し、Alfredo Pereiraはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Alfredo Pereira' shares the structure of a typical Portuguese street name, where 'Travessa' indicates a small street or alley, and 'Alfredo Pereira' is likely a personal name. None of the similar candidates share the exact personal name 'Alfredo Pereira', and there is no indication of a water-related root such as 'igarape' or 'rio'. The candidates are all distinct in terms of the personal names they contain, and there is no phonetic similarity or historical evidence to suggest they are variations of the same toponym. Therefore, 'Travessa Alfredo Pereira' is considered different from the listed candidates.",7
146,Travessa Aiton Viana,Travessa Aiton Viana,190,unknown,unknown,"Travessa refers to a small street or alley, and Aiton Viana is likely a personal name.",Travessaは小さな通りや路地を指し、Aiton Vianaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Aiton Viana' does not share significant phonetic similarity or common roots with any of the provided candidates. The candidates mostly consist of personal names combined with 'Travessa', indicating small streets or alleys. There is no indication of water-related roots or significant historical changes that would suggest a connection. Therefore, it is considered different from the listed candidates.",9
147,Travessa Brasil,Travessa Brasil,191,unknown,unknown,,,0.2,different,"The unknown toponym 'Travessa Brasil' does not share significant phonetic similarity or common roots with any of the provided candidates. The candidates either have unknown roots or are related to 'rio', which is not applicable to 'Brasil'. Additionally, 'Brasil' as a name does not suggest a water-related root or a specific linguistic origin that aligns with the candidates. Therefore, it is considered different from the listed candidates.",8
148,Travessa Firmino José Leãp Jr,Travessa Firmino José Leãp Jr,192,unknown,por,"Travessa refers to a small street or alley, and Firmino José Leãp Jr is likely a personal name.",Travessaは小さな通りや路地を指し、Firmino José Leãp Jrはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Firmino José Leãp Jr' does not share significant phonetic similarity or common roots with any of the provided candidates. All candidates are personal names combined with 'Travessa', indicating small streets or alleys, and none of them contain water-related roots. The language is identified as Portuguese, and there is no historical or phonetic evidence to suggest a closer relationship with the candidates. Therefore, it is classified as 'different' with low confidence due to lack of distinctive features.",8
149,Travessa Lidia de Oliveira Leal,Travessa Lidia de Oliveira Leal,193,unknown,por,"Travessa refers to a small street or alley, and Lidia de Oliveira Leal is likely a personal name.",Travessaは小さな通りや路地を指し、Lidia de Oliveira Lealはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Lidia de Oliveira Leal' shares the structure of a 'Travessa' followed by a personal name, similar to the candidates. However, there is no phonetic similarity or shared root with any water-related terms like 'igarapé', 'rio', or 'lagoa'. The language system is Portuguese, and the name likely refers to a street named after a person, which is common in urban areas. There is no historical or phonetic evidence to suggest it is the same as any of the candidates, leading to a 'different' classification.",7
150,Travessa Um A,Travessa Um A,194,unknown,por,First A Alley,第一A横丁,0.2,different,"The unknown toponym 'Travessa Um A' does not share significant phonetic similarity with any of the provided candidates. The candidates mostly refer to numbered alleys (e.g., 'Seventh Alley', 'Ninth Alley') or are named after specific places or entities (e.g., 'Alenquer', 'Rabelo'). The term 'Um A' suggests a naming convention based on a sequence or grid system, which is common in urban planning but does not directly relate to any known water-related roots or historical naming conventions in the Amazon region. The language is identified as Portuguese, consistent with the naming pattern of urban alleys. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. Therefore, the relation is determined to be 'different' with low confidence due to lack of clear connections.",6
62,Travessa Cinco,Travessa Cinco A,195,unknown,por,"Travessa Cinco means 'Fifth Alley' in Portuguese, indicating a street or path, not directly related to water bodies.",Travessa Cincoはポルトガル語で「第五小路」を意味し、水域とは直接関係のない通りや小道を示します。,0.9,same,Travessa Cinco AとTravessa Cincoは音韻的に非常に類似しており、ポルトガル語の地名として同一の通りや小道を指す可能性が高いです。特に水関連の語根は含まれておらず、アマゾン流域の地名としても一般的な通り名の一部と考えられます。,6
90,Travessa Manoel Gonçalves,Travessa Manoel Florindo Gonçalves,196,unknown,por,"Travessa refers to a small street or alley, and Manoel Florindo Gonçalves is likely a personal name.",Travessaは小さな通りや路地を指し、Manoel Florindo Gonçalvesはおそらく人名です。,0.85,same,"The unknown toponym 'Travessa Manoel Florindo Gonçalves' shares significant phonetic similarity with 'Travessa Manoel Gonçalves'. The main difference is the inclusion of the middle name 'Florindo', which is common in personal names. Both are likely referring to the same location, as 'Travessa' indicates a type of street and the rest is a personal name. There is no indication of water-related roots, and the language is clearly Portuguese. The confidence is high due to the strong phonetic match and typical naming conventions.",7
151,Travessa Benjamin Constant,Travessa Benjamin Constant,197,unknown,por,"Travessa refers to a small street or alley, and Benjamin Constant is likely a personal name.",Travessaは小さな通りや路地を指し、Benjamin Constantはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Benjamin Constant' does not share significant phonetic similarity or root commonality with any of the provided candidates. The candidates mostly refer to different personal names or generic street names without a clear water-related root. 'Travessa' is a common term for a small street or alley in Portuguese, and 'Benjamin Constant' is likely a historical or personal name, not directly related to water. Therefore, it is classified as 'different' with low confidence due to lack of specific water-related elements or historical ties to the candidates.",9
152,Travessa Joaquim Matias,Travessa Joaquim Matias,198,unknown,por,"Travessa refers to a small street or alley, and Joaquim Matias is likely a personal name.",Travessaは小道や路地を指し、Joaquim Matiasはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Joaquim Matias' shares the structure of 'Travessa' followed by a personal name, which is common in Portuguese naming conventions for streets. However, there is no phonetic similarity or shared root with the listed candidates, as they all represent different personal names. The language is Portuguese, and there is no indication of water-related roots or historical changes that would suggest a connection to the Amazon basin's water geography. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features.",9
153,Travessa Sanches de Oliveira,Travessa Sanches de Oliveira,199,unknown,por,"Travessa refers to a small street or alley, and Sanches de Oliveira is likely a personal name.",Travessaは小道や路地を指し、Sanches de Oliveiraはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Sanches de Oliveira' and the similar candidates all share the structure of 'Travessa' followed by a personal name, which is common in Portuguese naming conventions for streets. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The personal names differ significantly, and there is no phonetic similarity or historical evidence to suggest they are variations of the same name. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features.",6
154,Travessa Mariano Cândido Almeida,Travessa Mariano Cândido Almeida,200,unknown,por,"Travessa refers to a small street or alley, and Mariano Cândido Almeida is likely a personal name.",Travessaは小さな通りや路地を指し、Mariano Cândido Almeidaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Mariano Cândido Almeida' and the similar candidates all share the structure of 'Travessa' followed by a personal name, which is common in Portuguese naming conventions for streets. However, there is no phonetic similarity or shared root with any water-related terms like 'igarapé', 'rio', or 'lagoa'. The names are distinct personal names, and there is no historical or phonetic evidence to suggest they are variations of each other. Therefore, they are considered different.",7
155,Travessa Francisco de Assis,Travessa Francisco de Assis,201,unknown,por,"Travessa refers to a small street or alley, and Francisco de Assis is likely a personal name.",Travessaは小道や路地を指し、Francisco de Assisはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Francisco de Assis' shares the structure 'Travessa Francisco' with some candidates, but the personal names differ significantly. There is no indication of water-related roots or historical changes that would suggest a connection. The language is Portuguese, and the toponym likely refers to a street named after a person, Francisco de Assis. The similarity in structure is not sufficient to consider them the same or similar, given the low confidence and lack of other supporting factors.",7
156,Travessa Dois Bairro Novo,Travessa Dois Bairro Novo,202,unknown,por,Second Alley New Neighborhood,第二横丁 新しい地区,0.9,same,"The unknown toponym 'Travessa Dois Bairro Novo' directly translates to 'Second Alley New Neighborhood' in Portuguese, which is consistent with the naming pattern of streets or paths in urban areas. The similarity to 'Travessa Cinco Bairro Novo' and 'Travessa Dois A' suggests a common naming convention for streets, with 'Dois' indicating a specific number in a sequence. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa', and the language is clearly Portuguese. The confidence is high due to the direct translation and common urban naming conventions.",6
157,Travessa Dois,Travessa Dois,203,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Dois means 'two'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」や「小道」を意味し、Doisは「二」を意味します。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.2,different,"The unknown toponym 'Travessa Dois' and its similar candidates all refer to street or path names, indicated by the use of 'Travessa', which means 'crossing' or 'alley' in Portuguese. The candidates such as 'Travessa Dois A', 'Travessa Segunda', and others are variations of street names with numerical or alphabetical designations. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence suggesting these are water-related toponyms. Therefore, 'Travessa Dois' is considered different from the candidates, with a low confidence due to the lack of water-related context.",6
158,Travessa Trinta e Sete,Travessa Trinta e Sete,204,unknown,por,Thirty-Seventh Alley,第三十七小路,0.9,different,"The unknown toponym 'Travessa Trinta e Sete' translates to 'Thirty-Seventh Alley' in English, indicating a numerical naming convention common in urban planning. The similar candidates are also numerically named alleys or streets, but with different numbers, such as 'Thirty-One', 'Thirty-Six', 'Thirty-Two', 'Thirty-Four', and 'Twenty-Seven'. These are distinct entities based on their numerical identifiers. There is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is Portuguese, and there is no historical or phonetic evidence suggesting these are variations of the same toponym. Therefore, 'Travessa Trinta e Sete' is considered different from the listed candidates.",5
159,Travessa Seis,Travessa Seis,205,unknown,por,Sixth Alley,第六横丁,0.9,different,"The unknown toponym 'Travessa Seis' translates to 'Sixth Alley' in Portuguese, indicating a street or path rather than a water-related feature. The similar candidates are also street names with numerical identifiers, such as 'Travessa Vinte e Seis' (Twenty-Sixth Alley) and 'Travessa Dezesseis' (Sixteenth Alley). These names are part of a common naming convention for streets and alleys in Portuguese-speaking regions, where numbers are used to distinguish between different paths or crossings. There is no indication of a water-related root such as 'igarapé', 'rio', or 'lagoa'. Therefore, 'Travessa Seis' is considered different from the candidates, as they are distinct street names with different numerical identifiers.",8
160,Travessa Quarenta e Um,Travessa Quarenta e Um,206,unknown,por,Street Forty-One,通り41,0.9,different,"The unknown toponym 'Travessa Quarenta e Um' translates to 'Street Forty-One' in English, indicating a numerical street naming convention common in urban areas. The similar candidates are also numerical street names but with different numbers, such as 'Travessa Quarenta' (Street Forty) and 'Travessa Trinta e Um' (Street Thirty-One). There is no phonetic similarity or shared root with water-related terms like 'igarapé', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same name. Therefore, 'Travessa Quarenta e Um' is distinct from the listed candidates.",7
161,Travessa Treze,Travessa Treze,207,unknown,por,Thirteenth Alley,13番目の小道,0.95,different,"The unknown toponym 'Travessa Treze' translates to 'Thirteenth Alley' in Portuguese, indicating a street or path, not directly related to water bodies. The similar candidates are also named alleys with different ordinal numbers, such as 'Sixteenth Alley', 'Sixth Alley', etc. There is no phonetic similarity or shared root with water-related terms like 'igarapé', 'rio', or 'lagoa'. The language system is consistent across all candidates as Portuguese, and there is no historical or phonetic evidence suggesting these are variations of the same toponym. Therefore, 'Travessa Treze' is considered different from the listed candidates.",8
54,Travessa 20,Travessa Vinte,208,unknown,por,"The term 'Travessa' typically refers to a small street or alleyway in Portuguese, and 'Vinte' means 'twenty'.",「Travessa」はポルトガル語で小道や路地を指し、「Vinte」は「20」を意味します。,0.9,same,"The unknown toponym 'Travessa Vinte' directly translates to 'Street Twenty' in Portuguese, which is semantically identical to 'Travessa 20'. The only difference is the numeral representation (word vs. number), which is a common variation in street names. There is no indication of water-related roots, and the language is clearly Portuguese. The high confidence is due to the direct semantic equivalence and commonality of such variations in street naming conventions.",6
53,Travessa Quatro A,Travessa Quatro,209,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Quatro means 'four'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」または「小道」を意味し、Quatroは「四」を意味します。これは水関連の地名ではなく、通りや小道の名前である可能性が高いです。,0.6,similar,"Travessa Quatro and Travessa Quatro A share the same root 'Travessa Quatro', indicating a possible variant or extension with 'A'. Both are likely street names rather than water-related toponyms, as 'Travessa' typically refers to crossings or alleys in Portuguese. The similarity in naming suggests a close relation, but the addition of 'A' implies a distinct designation, hence 'similar' rather than 'same'.",9
162,Travessa Dezoito,Travessa Dezoito,210,unknown,por,Eighteenth Alley,18番目の小道,0.9,different,"The unknown toponym 'Travessa Dezoito' translates to 'Eighteenth Alley' in Portuguese, indicating a numerical naming convention. None of the similar candidates share this numerical naming pattern, nor do they exhibit phonetic similarity or share a common root. The candidates are named after people or places, or use ordinal numbers like 'Sétima' (Seventh), but not cardinal numbers like 'Dezoito' (Eighteenth). Therefore, 'Travessa Dezoito' is distinct from the provided candidates.",9
163,Travessa Vinte e Um,Travessa Vinte e Um,211,unknown,por,Street Twenty-One,通り21,0.2,different,"The unknown toponym 'Travessa Vinte e Um' translates to 'Street Twenty-One' in English, indicating it is a street name. The similar candidates are also street names with numbers in Portuguese, such as 'Street Twenty-Two', 'Street Twenty-Seven', etc. These names are part of a numerical sequence of street names, which is common in urban planning. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence suggesting these are variations of the same name. Therefore, the relation is 'different' with low confidence due to the lack of distinctive features beyond the numerical sequence.",5
164,Travessa Vinte e Três,Travessa Vinte e Três,212,unknown,por,Street Twenty-Three,通り二十三,0.2,different,"The unknown toponym 'Travessa Vinte e Três' is a street name in Portuguese, meaning 'Street Twenty-Three'. The similar candidates are also street names with numerical differences, such as 'Street Twenty-Two', 'Street Twenty-Seven', etc. These are distinct street names with no phonetic or root-based similarity beyond the numerical sequence. There is no indication of water-related roots or historical changes affecting these names. Therefore, the relation is 'different' with low confidence due to the lack of significant distinguishing features.",5
165,Travessa Vinte e Cinco,Travessa Vinte e Cinco,213,unknown,por,Street Twenty-Five,通り二十五,0.2,different,"The toponym 'Travessa Vinte e Cinco' is a street name in Portuguese, meaning 'Street Twenty-Five'. The similar candidates are also street names with numerical differences, such as 'Street Twenty-Seven', 'Street Twenty-Eight', etc. These names are sequentially numbered streets, which is a common naming convention in urban areas. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same name. Therefore, the relation is 'different' with a low confidence due to the lack of specific distinguishing features beyond the numerical sequence.",5
166,Travessa Trinta e Nove,Travessa Trinta e Nove,214,unknown,por,Thirty-Ninth Alley,第三十九番通り,0.1,different,"The unknown toponym 'Travessa Trinta e Nove' translates to 'Thirty-Ninth Alley' in English, which is a numerical street name. The similar candidates are also numerical street names, but with different numbers (e.g., Thirty-Seventh, Thirty-One). There is no phonetic similarity or shared root that suggests these are variations of the same name. Additionally, there is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no historical or geographical evidence to suggest these are the same or similar toponyms. Therefore, the relation is determined to be 'different' with a low confidence due to the lack of shared characteristics beyond being numerical street names.",5
117,Travessa Vinte e Seis,Travessa 26,215,unknown,por,Street Twenty-Six,通り26,0.9,same,未知トポニム『Travessa 26』は、ポルトガル語で『通り26』を意味し、類似候補の『Travessa Vinte e Seis』と音韻的に一致します。数詞の表記が異なるだけで、意味は同一です。水関連語根は含まれておらず、地理的にもアマゾン流域の地名として妥当です。言語系統はポルトガル語であり、歴史的変遷の影響は見られません。,4
167,Travessa Trinta,Travessa Trinta,216,unknown,por,Thirtieth Alley,第三十小路,0.95,different,"The unknown toponym 'Travessa Trinta' translates to 'Thirtieth Alley' in English, indicating a numerical naming convention common in urban settings. The similar candidates are all numbered alleys, but none match exactly with 'Trinta' (thirty). The candidates range from 'Trinta e Um' (thirty-one) to 'Trinta e Sete' (thirty-seven), suggesting they are part of a sequential street naming system. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa', and the language is clearly Portuguese. Given the numerical nature and lack of phonetic or root similarity, 'Travessa Trinta' is determined to be different from the candidates.",5
168,Travessa Trinta e Três,Travessa Trinta e Três,217,unknown,por,Thirty-Third Alley,第三十三小路,0.1,different,"The unknown toponym 'Travessa Trinta e Três' translates to 'Thirty-Third Alley' in English, indicating a numerical naming convention common in urban settings. The similar candidates are also numerically named alleys, but with different numbers, such as 'Thirty-One', 'Thirty-Seven', etc. There is no indication of phonetic similarity or shared roots that would suggest these are variations of the same name. Additionally, there is no water-related root present in any of the names, and they all belong to the Portuguese language system. Given the distinct numerical identifiers, these are considered different toponyms.",8
45,Travessa Quatorze,Travessa 14,218,unknown,por,"Travessa means 'cross street' or 'alley' in Portuguese, and Quatorze means 'fourteen'.",Travessaはポルトガル語で「横道」または「小道」を意味し、Quatorzeは「14」を意味します。,0.9,same,"The unknown toponym 'Travessa 14' directly translates to 'Travessa Quatorze' in Portuguese, as '14' is 'quatorze'. The structure and meaning are identical, indicating a high likelihood of being the same name with a numerical representation. There is no indication of water-related roots, and the language is clearly Portuguese. The confidence is high due to the direct numerical translation.",8
169,Travessa Décima Primeira,Travessa Décima Primeira,219,unknown,por,Eleventh Crossroad,第十一交差点,0.9,different,"The unknown toponym 'Travessa Décima Primeira' translates to 'Eleventh Crossroad' in Portuguese. It follows a numerical naming pattern common in urban street naming, similar to other candidates like 'Travessa Décima Segunda' (Twelfth Crossroad) and 'Travessa Décima Terceira' (Thirteenth Crossroad). However, each of these represents a distinct street or path, as indicated by their ordinal numbers. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and the naming convention is typical for urban areas rather than specific to the Amazon basin's water geography. Therefore, the relation is 'different' due to the distinct ordinal number indicating a separate entity.",7
126,Travessa Franklin Pereira,Travessa Franklin,220,unknown,por,"Travessa refers to a small street or alley, and Franklin Pereira is likely a personal name.",Travessaは小道や路地を指し、Franklin Pereiraはおそらく人名です。,0.85,same,"The unknown toponym 'Travessa Franklin' closely matches 'Travessa Franklin Pereira' in terms of phonetic similarity and structure. Both share the same initial part 'Travessa Franklin', indicating a strong likelihood of being the same place, possibly with 'Pereira' being an additional descriptor or surname. The language is Portuguese, and there is no indication of a water-related root, aligning with the typical naming conventions for streets or alleys in Portuguese-speaking regions.",9
170,Travessa da Fábrica,Travessa da Fábrica,221,unknown,por,Alley of the Factory,工場の小道,0.2,different,"The unknown toponym 'Travessa da Fábrica' translates to 'Alley of the Factory' in English, indicating a Portuguese origin. None of the similar candidates share a significant phonetic or semantic similarity with 'Fábrica', which means 'factory'. The candidates mostly refer to different types of alleys, such as those related to a nursery, square, or personal names, without any indication of a water-related root or historical connection to 'Fábrica'. Therefore, the relation is determined to be 'different' with low confidence due to the lack of strong phonetic or semantic ties.",9
61,Travessa Primeira,Primeira Travessa,222,unknown,por,First Crossroad,第一横道,0.9,same,"The unknown toponym 'Primeira Travessa' and the candidate 'Travessa Primeira' are essentially the same, with only the order of words differing. Both mean 'First Crossroad' in Portuguese, and there is no indication of a water-related root. The confidence is high due to the direct translation and the commonality of such naming conventions in Portuguese-speaking regions.",6
171,Travessa Júlia Dias,Travessa Júlia Dias,223,unknown,por,"Travessa Júlia Dias likely refers to a small street or alley named after a person, Júlia Dias.",Travessa Júlia Diasは、おそらく人物名であるジュリア・ディアスにちなんだ小道または路地を指します。,0.3,different,"The unknown toponym 'Travessa Júlia Dias' shares the structure of a street or alley named after a person, similar to other candidates like 'Travessa Mario Dias'. However, there is no strong phonetic similarity or shared water-related root with any of the candidates. The name 'Júlia Dias' is distinct and does not indicate any water-related feature. The language is identified as Portuguese, consistent with the naming convention of streets in Brazil. Given the lack of phonetic or root similarity, the relation is determined to be 'different' with a low confidence level.",8
61,Travessa Primeira,1ª Travessa,224,unknown,por,First Crossroad,第一の交差点,0.9,same,"The unknown toponym '1ª Travessa' translates directly to 'First Crossroad' in Portuguese, which matches exactly with 'Travessa Primeira'. Both represent the same concept of a 'first' crossing or alley. The numerical designation '1ª' is a direct ordinal representation of 'Primeira', meaning 'first'. There is no indication of water-related roots, and the language is clearly Portuguese. The high confidence is due to the direct translation and ordinal match.",6
64,Travessa Dez,Travessa Dez de Maio,225,unknown,por,Tenth Alley,第十小路,0.7,similar,"The unknown toponym 'Travessa Dez de Maio' shares a structural similarity with 'Travessa Dez', both indicating a 'Tenth Alley'. However, the addition of 'de Maio' suggests a specific date or event, which is not present in 'Travessa Dez'. This suggests they are similar but distinct entities. The language is Portuguese, and there is no direct water-related root involved. The confidence is moderate due to the structural similarity but distinct naming.",7
25,Rua Porto Seguro,Rua Porto Palmeira,226,rio,por,Street of the Safe Port,安全な港の通り,0.4,similar,"The unknown toponym 'Rua Porto Palmeira' shares the 'Porto' component with several candidates, indicating a potential relation to a port or river ('rio' in Portuguese). The addition of 'Palmeira' suggests a specific characteristic or location, possibly referring to palm trees ('palmeira' in Portuguese). The candidate 'Rua Porto Seguro' has the highest similarity due to the shared 'Porto' component and the thematic connection to safety or security, which could metaphorically relate to a safe harbor or port. However, the confidence is moderate due to the distinct 'Palmeira' element, which is not present in the candidates.",9
172,Travessa Um,Travessa Um,227,unknown,por,First Alley,第一横丁,0.2,different,"The unknown toponym 'Travessa Um' translates to 'First Alley' in Portuguese. It shares the structure of a typical street name in Portuguese-speaking regions, where 'Travessa' means 'alley' or 'crossing'. The candidates provided are also street names, but none of them share the exact numerical designation 'Um' (meaning 'one' or 'first'). The closest candidate, 'Travessa Um A', suggests a variant with an additional designation 'A', but the confidence is low (0.2), indicating a lack of strong phonetic or historical connection. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. Therefore, 'Travessa Um' is considered different from the candidates.",8
32,Rua Rio das Flores,Travessa das Flores II,228,rio,por,Street of the River of Flowers,花の川の通り,0.5,similar,"The unknown toponym 'Travessa das Flores II' shares the component 'das Flores' with 'Rua Rio das Flores', indicating a thematic similarity related to 'flowers'. The presence of 'Rio' in the candidate suggests a water-related root, which is absent in the unknown toponym. However, the similarity in naming convention and the potential for 'Travessa' to be a smaller street or alley related to 'Rua' supports a 'similar' relation. The confidence is moderate due to the lack of direct water-related root in the unknown toponym.",9
173,Travessa Carlos de Carvalho,Travessa Carlos de Carvalho,229,unknown,por,"Travessa refers to a small street or alley, and Carlos de Carvalho is likely a personal name.",Travessaは小道や路地を指し、Carlos de Carvalhoはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Carlos de Carvalho' shares the structure of 'Travessa' followed by a personal name, similar to the candidates. However, there is no phonetic similarity or shared water-related root with the candidates. The language is Portuguese, and the name likely refers to a street or alley named after a person, which is common in urban areas rather than specific to the Amazon basin. Therefore, it is classified as 'different' from the candidates.",8
174,Travessa Pau D'arco,Travessa Pau D'arco,230,unknown,por,"Travessa refers to a small street or alley, and Pau D'arco is likely named after the Pau D'arco tree, known for its hard wood.",Travessaは小道や路地を指し、Pau D'arcoはその硬い木で知られるPau D'arcoの木にちなんで名付けられた可能性があります。,0.2,different,"The unknown toponym 'Travessa Pau D'arco' does not share significant phonetic similarity or root commonality with the listed candidates. The name likely refers to a street or alley named after the Pau D'arco tree, which is not a water-related root. The candidates listed are primarily personal names or unrelated roots, with no clear connection to 'Pau D'arco'. Therefore, it is classified as 'different' with low confidence due to lack of direct evidence.",9
175,Travessa Um Bairro Novo,Travessa Um Bairro Novo,231,unknown,por,First Alley New Neighborhood,第一小路 新しい地区,0.95,same,"The unknown toponym 'Travessa Um Bairro Novo' directly translates to 'First Alley New Neighborhood' in Portuguese, which is consistent with the naming pattern of the similar candidates 'Travessa Dois Bairro Novo' and 'Travessa Cinco Bairro Novo'. These names follow a sequential numbering system for alleys within a neighborhood, indicating a common naming convention rather than a distinct geographical feature. There is no indication of water-related roots such as 'igarapé', 'lagoa', or 'rio'. The high confidence is due to the direct linguistic and structural similarity to the candidate 'Travessa Dois Bairro Novo', which shares the same neighborhood context and alley naming convention.",8
